id,mapAddress,name,License Type,Last Inspection Date,License Number
NjYyODcy,1421 BROAD ST PROVIDENCE RI 02905,LA RUEDA RESTAURANT,Seats -  Less than 50,05-10-2018,FSV32738
MjU4OTI2,260 HIGHLAND AVE PROVIDENCE RI 02906,OCEAN TIDES SCHOOL PROVIDENCE CAMPUS,Food Service (Non-Profit),09-26-2017,FSV26747
MjYwODcx,495 MAIN STREET WARREN RI 02885,FEDERAL HILL PIZZA COMPANY,Seats -  Less than 50,09-26-2017,FSV27416
MjY1NDU5,200 MINERAL SPRING AVE. PAWTUCKET RI 02860,LUS MINI MART,Cash Registers - 1-2,09-26-2017,MRK08510
MjY1NjY3,39 KINGSTOWN RD WYOMING RI 02898,HIGHER GOUNDS COMMUNITY COFFEEHOUSE LLC,Seats -  Less than 50,09-26-2017,FSV30152
NDEzNzk0,286 MAIN ST PAWTUCKET RI 02860,PAWTUCKET LEARNING ACADEMY,Food Service (Non-Profit),09-26-2017,FSV31190
MjM5OTY5,110 LONG WHARF NEWPORT RI 02840,NEWPORT YACHT CLUB INC,Seats - 50 or More,09-25-2017,FSV15009
MjQ0MTg5,194 CONNELL HIGHWAY NEWPORT RI 02840,DUNKIN DONUTS,Seats -  Less than 50,09-25-2017,FSV19856
MjQ0NTU3,251 MAIN STREET EXETER RI 02822,PHOENIX HOUSE EXETER CENTER,Food Service (Non-Profit),09-25-2017,FSV02143
MjQ0NjM3,1275 RESERVOIR AVENUE CRANSTON RI 02920,CHELOS BEEF HEARTH/CRANSTON,Seats - 50 or More,09-25-2017,FSV02475
MjQ0Njgx,459 SWITCH ROAD RICHMOND RI 02894,CHARIHO CAREER & TECHNICAL SCHOOL,Food Service (Non-Profit),09-25-2017,FSV02615
MjQ0OTk0,150 EXCHANGE STREET PAWTUCKET RI 02861,TOLMAN HIGH SCHOOL,Food Service (Non-Profit),09-25-2017,FSV03565
MjU0MDMy,1245 NORTH MAIN STREET PROVIDENCE RI 02904,DUNKIN DONUTS,Seats -  Less than 50,09-25-2017,FSV23126
MjU2MjI4,602 RESERVOIR AVENUE CRANSTON RI 02910,MIRAE MARKET,Cash Registers - 1-2,09-25-2017,MRK07184
MjU2NTE2,611 CHARLES STREET PROVIDENCE RI 02904,TOOFS MARKET,Cash Registers - 1-2,09-25-2017,MRK07138
MjU2NTc4,TWIN RIVER CASINO LINCOLN RI 02865,JOHNNY ROCKETS,Seats -  Less than 50,09-25-2017,FSV24852
MjU3NjA1,15 WESTMINSTER STREET PROVIDENCE RI 02903,PORTFOLIO,Food Service (Non-Profit),09-25-2017,FSV25366
MjU5NTkw,THE RYSE SCHOOL RICHMOND RI 02894,THE RYSE SCHOOL,Food Service (Non-Profit),09-25-2017,FSV26522
MjYwMzE1,1015 CRANSTON STREET CRANSTON RI 02920,ALDI FOOD MARKET NO 36,Cash Registers - 3-5 ,09-25-2017,MRK07837
MjYwOTg5,63 NEWPORT AVENUE EAST PROVIDENCE RI 02916,CVS PHARMACY NO 7387,Cash Registers - 3-5 ,09-25-2017,MRK07890
MjY0MjI2,1345 WAMPANOAG TRAIL EAST PROVIDENCE RI 02915,EXPRESS GAS AND FOOD MART,Cash Registers - 1-2,09-25-2017,MRK08307
MjY1NzIz,UNIT 1 WEST WARWICK RI 02893,AZOS PIZZA II,Seats -  Less than 50,09-25-2017,FSV30074
MzU5MDc5,1141 BOSTON NECK RD NARRAGANSETT RI 02882,CUMBERLAND FARMS INC,Cash Registers - 3-5 ,09-25-2017,MRK08761
NDE0MTM3,1215-1219 NORTH MAIN ST PROVIDENCE RI 029041825,SPEEDWAY NO 02831,Cash Registers - 1-2,09-25-2017,MRK08899
NDE0MjY1,609 ELMWOOD AVE PROVIDENCE RI 02907,401 PIZZA,Seats -  Less than 50,09-25-2017,FSV31250
NjEyMTQ2,249 ROOSEVELT AVE PAWTUCKET RI 02860,RI ALTERNATIVE ACADEMY,Seats - 50 or More,09-25-2017,FSV32295
NjEyMTk1,PROVIDENCE WATER SUPPLY BOARD PROVIDENCE RI 02907,OPEN SEASON CATERING LLC,Caterer or Commissary,09-25-2017,FSV32345
NjEyMjMx,244 WICKENDEN ST PROVIDENCE RI 02906,THE EAST END,Caterer or Commissary,09-25-2017,FSV32333
MjM5MjI5,310 MATUNUCK BEACH SOUTH KINGSTOWN RI 02879,MATUNUCK ELEMENTARY,Food Service (Non-Profit),09-22-2017,FSV01234
MjM5MzQz,453 SWITCH ROAD RICHMOND RI 028941312,CHARIHO HIGH SCHOOL,Food Service (Non-Profit),09-22-2017,FSV13796
MjU5NDAw,41 SAW MILL ROAD HOPKINTON RI 02832,WHISPERING PINES CAMPGROUND,Cash Registers - 1-2,09-22-2017,MRK07590
NDE0NTIw,28 OLD TOWER HILL RD WAKEFIELD RI 02879,FILIPPOUS TWISTED PIZZA WAKEFIELD,Seats - 50 or More,09-22-2017,FSV31505
NDE0Nzgw,GRANITE SHOPPING PLAZA WESTERLY RI 02891,COMMIX NUTRITION LLC,Seats -  Less than 50,09-22-2017,FSV31619
NjExODMz,1155 WESTMINSTER ST PROVIDENCE RI 02909,GREAT NORTHERN BBQ CO,Mobile Food Service,09-22-2017,FSV32429
NjEyMDIw,263 POND ST  WOONSOCKET RI 02895,BROASTER HOUSE,Seats - 50 or More,09-22-2017,FSV32343
MjQwNDMz,141 STATE STREET BRISTOL RI 02809,CHURCH OF OUR LADY OF MT CARMEL,Food Service (Non-Profit),09-21-2017,FSV15798
MjQzMjU5,165 DUKE STREET EAST GREENWICH RI 02818,LONDON BRIDGE,Food Service (Non-Profit),09-21-2017,FSV18971
MjQ0ODUx,40 BALDWIN STREET PAWTUCKET RI 02860,CUNNINGHAM ELEMENTARY SCHOOL,Food Service (Non-Profit),09-21-2017,FSV03117
MjQ0ODc3,281 MINERAL SPRING AVENUE PAWTUCKET RI 02860,SAMUEL SLATERS JR HIGH SCHOOL,Food Service (Non-Profit),09-21-2017,FSV03188
MjQ0OTE0,50 JENCKES HILL ROAD LINCOLN RI 02865,WM M DAVIES JR CAREER & TECH H S,Food Service (Non-Profit),09-21-2017,FSV03292
MjQ0OTkx,485 EAST AVENUE PAWTUCKET RI 02861,SHEA HIGH SCHOOL,Food Service (Non-Profit),09-21-2017,FSV03554
MjUwNTE1,1275 MINERAL SPRING AVENUE NORTH PROVIDENCE RI 02904,COLBEA ENTERPRISES LLC,Cash Registers - 1-2,09-21-2017,MRK06444
MjUzNzE2,3736 PAWTUCKET AVENUE EAST PROVIDENCE RI 02915,RHODES PIZZA,Seats -  Less than 50,09-21-2017,FSV22906
MjU0Njc1,383 METACOM AVENUE BRISTOL RI 02809,JACKY'S GALAXIE RESTAURANT,Caterer or Commissary,09-21-2017,FSV23890
MjU4MjA2,320 MAIN STREET WOONSOCKET RI 02895,BEACON CHARTER HIGH SCHOOL FOR THE ARTS,Food Service (Non-Profit),09-21-2017,FSV26015
MjYwMzM0,2 BOWLING LANE WESTERLY RI 02808,BRADFORD SOCIAL CLUB,Food Service (Non-Profit),09-21-2017,FSV27178
MjYzMTA5,93 TOWER ST WESTERLY RI 02891,TOWER STREET SCHOOL COMMUNITY CENTER,Food Service (Non-Profit),09-21-2017,FSV29332
MjYzMTYz,118 HIGH ST WESTERLY RI 02891,GOLDEN YEARS ASSISTED LIVING COMMUNITY,Seats -  Less than 50,09-21-2017,FSV28744
NDEzNzY1,1 SOCIAL ST WOONSOCKET RI 02895,RISE PREP MAYORAL ACADEMY,Food Service (Non-Profit),09-21-2017,FSV31012
NDEzNzgz,3RD FLR WOONSOCKET RI 02895,FOUNDERS ACADEMY,Food Service (Non-Profit),09-21-2017,FSV31011
NDEzOTI0,175 BEVERAGE HILL  AVE PAWTUCKET RI 02860,CHILDRENS WORKSHOP FOUNDATION,Food Service (Non-Profit),09-21-2017,FSV31221
NjYyODg0,40 CHARLES ST WAKEFIELD RI 02879,BELMONT MARKETPLACE,Caterer or Commissary,05-10-2018,FSV32760
NjYyOTE3,796 AQUIDNECK AVE UNIT D NEWPORT RI 02840,SPROUT AND LENTIL,Caterer or Commissary,05-10-2018,FSV32745
MjM3NTY0,408 STAFFORD ROAD TIVERTON RI 02878,ARRUDAS DAIRY FARMS,Milk Processor In-State,05-09-2018,DAR00004
MjM3NTc2,151 BROW STREET EAST PROVIDENCE RI 02914,A. B. MUNROE DAIRY INC,Milk Processor In-State,05-09-2018,DAR00051
MjQxNDEx,75 SOUTH STREET PROVIDENCE RI 02903,NICK-A-NEES,Seats -  Less than 50,05-09-2018,FSV17136
NDE0MzY1,320 MAIN ST WOONSOCKET RI 02895,BEACON CHARTER HIGH SCHOOL CULINARY PROGRAM,Food Service (Non-Profit),09-21-2017,FSV31285
NDE0NDcy,25 THORNLEY ST PAWTUCKET RI 02860,DR DAY CARE PAWTUCKEET THORNLEY ST,Seats - 50 or More,09-21-2017,FSV31507
NDE0OTYy,105 FRANKLIN ST WESTERLY RI 02891,NAM KHONG,Seats -  Less than 50,09-21-2017,FSV31591
NDE1NTY3,370 VALLEY ST PROVIDENCE RI 02908,TAFINO RESTAURANT AND LOUNGE,Seats -  Less than 50,09-21-2017,FSV32044
NjExNjA3,235 ATWOOD AVE CRANSTON RI 02920,DUNKIN DONUTS,Seats -  Less than 50,09-21-2017,FSV32012
NjEyMTU5,1525 SMITH ST NORTH PROVIDENCE RI 02911,SMITH STREET SHELL,Cash Registers - 1-2,09-21-2017,MRK09071
MjQxMTcw,39 SPRINGBROOK ROAD WESTERLY RI 02891,SPRINGBROOK ELEMENTARY SCHOOL,Food Service (Non-Profit),09-20-2017,FSV16859
MjQzMzA5,606 RESERVOIR AVENUE CRANSTON RI 02920,BIG CHEESE & PUB INC THE,Seats - 50 or More,09-20-2017,FSV19018
MjQ0MzIy,1137 BROAD STREET PROVIDENCE RI 02905,ADAS CREATIONS INC,Caterer or Commissary,09-20-2017,FSV21215
MjQ0NTg1,12 ABORN STREET CRANSTON RI 02905,PAWTUXET ATHELTIC CLUB,Seats -  Less than 50,09-20-2017,FSV02285
MjQ0NzMz,10 INDIAN RUN TRAIL SMITHFIELD RI 02917,VJ GALLAGHER JR HIGH,Food Service (Non-Profit),09-20-2017,FSV02790
MjU3ODIy,294 WATERMAN AVENUE SMITHFIELD RI 02917,RANGOON CHINESE AND JAPANESE RESTAURANT,Seats - 50 or More,09-20-2017,FSV25617
MjU5NTcy,347 WARREN AVENUE EAST PROVIDENCE RI 02914,PAPA SAMS PIZZA,Seats -  Less than 50,09-20-2017,FSV26655
MjU5OTM0,100 ROLFE STREET CRANSTON RI 02910,MESA CAFE AND GRILL INC,Seats - 50 or More,09-20-2017,FSV26723
MjYzNDIz,185 WILLETT AVE EAST PROVIDENCE RI 02915,WILLETT FARMS,Cash Registers - 1-2,09-20-2017,MRK08228
MzU4NzE5,790 MAIN ST WARREN RI 02885,EBCAP HEAD START AT MARY V QUIRK SCHOOL,Food Service (Non-Profit),09-20-2017,FSV30731
NDEzMzE1,276 FRONT ST LINCOLN RI 02865,MAPLEHURST DINER,Seats -  Less than 50,09-20-2017,FSV30688
NDE0MjEw,5 MEMORIAL BLVD NEWPORT RI 02840,CANFIELD HOUSE,Seats - 50 or More,09-20-2017,FSV31232
NDE0NTg0,476 THAMES ST NEWPORT RI 02840,DOWNTOWN CAFE,Seats -  Less than 50,09-20-2017,FSV31724
NjEyNTAx,RI VETERANS HOME BRISTOL RI 02809,BUNKER BISTRO,Food Service (Non-Profit),09-20-2017,FSV32542
MjM5NzQ0,624 RESERVOIR AVENUE CRANSTON RI 02910,PAPA GINOS NO 428,Seats - 50 or More,09-19-2017,FSV14546
MjQxMTk0,915 STEERE FARM ROAD BURRILLVILLE RI 02830,STEERE FARM ELEMENTARY,Food Service (Non-Profit),09-19-2017,FSV16887
MjQzMjQ3,39 KINGSTOWN ROAD RICHMOND RI 02898,LICKETY SPLITS INC,Seats -  Less than 50,09-19-2017,FSV18961
MjQzNDY2,FOSTER CENTER ROAD FOSTER RI 02825,CAPTAIN  ISAAC PAINE SCHOOL,Food Service (Non-Profit),09-19-2017,FSV01917
MjQ0Njg5,190 KINGSTOWN ROAD RICHMOND RI 02898,RICHMOND ELEMENTARY SCHOOL,Food Service (Non-Profit),09-19-2017,FSV02672
MjQ0OTIy,GREAT ROAD NORTH SMITHFIELD RI 02896,HALLIWELL MEMORIAL SCHOOL,Food Service (Non-Profit),09-19-2017,FSV03318
MjQ0OTUw,60 SOUTH BEND STREET PAWTUCKET RI 02860,AGNES LITTLE SCHOOL,Food Service (Non-Profit),09-19-2017,FSV03400
MjQ0OTc2,350 DIVISION STREET PAWTUCKET RI 02860,JOSEPH JENKS JUNIOR HIGH SCHOOL,Food Service (Non-Profit),09-19-2017,FSV03492
MjQ1NDQ3,241 STATE STREET BRISTOL RI 02809,KINSMEN TAVERN,Seats -  Less than 50,09-19-2017,FSV06406
MjQ3MDU5,444 WILLETT AVENUE EAST PROVIDENCE RI 02915,CVS PHARMACY NO 247,Cash Registers - 1-2,09-19-2017,MRK00206
MjQ5NTAy,150 FULLER AVENUE CENTRAL FALLS RI 02863,VETERANS MEMORIAL ELEMENTARY SCHOOL,Food Service (Non-Profit),09-19-2017,FSV22576
MjU3MjU2,100 VICTORY HIGHWAY RT 102 EXETER RI 02822,WAWALOOM ELEMENTARY SCHOOL,Food Service (Non-Profit),09-19-2017,FSV25729
MjU3OTQ3,1 CLARKE STREET JAMESTOWN RI 02835,ACES PIZZA INC,Seats -  Less than 50,09-19-2017,FSV25525
MjU4NTMw,579 METACOM AVENUE BRISTOL RI 02809,BRISTOL SHELL,Cash Registers - 1-2,09-19-2017,MRK07505
MjYwODAz,5 LANGWORTHY ROAD WESTERLY RI 02891,DUNNS CORNERS MARKET INC,Caterer or Commissary,09-19-2017,FSV27287
MjYxODE0,55 LAWN AVENUE JAMESTOWN RI 02835,LAWN SCHOOL JAMESTOWN,Food Service (Non-Profit),09-19-2017,FSV27886
MjY0MDY2,37 MEMORIAL BLVD NEWPORT RI 02840,JIMMYS SALOON,Seats - 50 or More,09-19-2017,FSV29197
MzU5MDUw,360 MARKET ST WARREN RI 02885,HIGHLANDER CHARTER SCHOOL,Food Service (Non-Profit),09-19-2017,FSV30575
NDE0MzIx,55 BEACH ST WESTERLY RI 02891,HIGH TIDE JUICE CO,Seats -  Less than 50,09-19-2017,FSV31443
NjExNzg0,157 GRANITE ST WESTERLY RI 02891,SUPREME PIZZA,Seats - 50 or More,09-19-2017,FSV32331
NjEyMTYz,495 SUMNER BROWN RD CUMBERLAND RI 02864,THE FARM STAND,Mobile Food Service,09-19-2017,FSV32326
NjEyMTk4,50 ANN MARY ST PAWTUCKET RI 02860,PHO HORNS,Seats -  Less than 50,09-19-2017,FSV32325
MjM4OTcw,60 CAMDEN AVENUE PROVIDENCE RI 02908,HARRY KIZIRIAN ELEMENTARY SCHOOL,Food Service (Non-Profit),09-18-2017,FSV00183
MjQwNjk2,15 WICKHAM ROAD NEWPORT RI 02840,ROGERS HIGH SCHOOL,Food Service (Non-Profit),09-18-2017,FSV16239
MjQzODA2,15 THELMA DR. HOPKINTON RI 02832,HOPE VALLEY ELEMENTARY SCHOOL,Food Service (Non-Profit),09-18-2017,FSV19493
MjQ0Njc5,12 A HILLSIDE AVENUE HOPKINTON RI 02804,ASHAWAY ELEMENTARY SCHOOL,Food Service (Non-Profit),09-18-2017,FSV02605
MjQ0ODQw,974 NEWPORT AVENUE PAWTUCKET RI 02860,GOFF JR HIGH SCHOOL,Food Service (Non-Profit),09-18-2017,FSV03075
MjQ0ODQ2,973 NEWPORT AVENUE PAWTUCKET RI 02861,POTTER-BURNS ELEMENTARY SCHOOL PTO,Food Service (Non-Profit),09-18-2017,FSV03090
MjQ0ODY5,137 ANAN WADE ROAD SCITUATE RI 02857,PONAGANSET HIGH SCHOOL,Food Service (Non-Profit),09-18-2017,FSV03166
MjQ0OTU5,466 COTTAGE STREET PAWTUCKET RI 02861,CURVIN MCCABE SCHOOL,Food Service (Non-Profit),09-18-2017,FSV03442
MjQ1NTEw,268 THAYER STREET PROVIDENCE RI 02906,ANDREAS RESTAURANT,Seats - 50 or More,05-09-2018,FSV06792
MjQ2NzUx,1375 HARTFORD AVENUE JOHNSTON RI 02919,BURGER KING NO 1461,Seats - 50 or More,05-09-2018,FSV13086
MjQ4Mjk3,255 GREENVILLE ROAD SCITUATE RI 02857,BLANCHARD DELI,Cash Registers - 1-2,05-09-2018,MRK00834
MjU4MjE3,1138 PONTIAC AVENUE CRANSTON RI 02920,ALDI FOOD MARKET NO 39,Cash Registers - 6 or more ,05-09-2018,MRK07560
MjU4ODE2,266 GRAND AVENUE PAWTUCKET RI 02861,HERITAGE TAP,Seats -  Less than 50,05-09-2018,FSV26131
MjQ0OTY1,582 BENEFIT STREET PAWTUCKET RI 02861,FLORA CURTIS SCHOOL,Food Service (Non-Profit),09-18-2017,FSV03462
MjQ1NDU5,216 HOPE STREET PROVIDENCE RI 02906,"WHEELER SCHOOL, THE",Food Service (Non-Profit),09-18-2017,FSV06482
MjQ2NzQ3,600 TAUNTON AVENUE EAST PROVIDENCE RI 02914,BURGER KING NO 1540,Seats - 50 or More,09-18-2017,FSV13084
MjU1Njg4,1199 CHOPMIST HILL ROAD SCITUATE RI 02857,DUNKIN DONUTS,Seats -  Less than 50,09-18-2017,FSV25354
MjU3MTQ1,PONAGANSET MIDDLE SCHOOL SCITUATE RI 02857,PONAGANSET MIDDLE SCHOOL,Food Service (Non-Profit),09-18-2017,FSV24955
MjYwMjI2,520 MATUNUCK BEACH ROAD SOUTH KINGSTOWN RI 02879,CARPENTERS FARM ENTERPRISES,Cash Registers - 1-2,09-18-2017,MRK07831
NDE1NDMz,1400 ELMWOOD AVE CRANSTON RI 02910,FIRST YEARS LEARNING CENTER INC,Seats - 50 or More,09-18-2017,FSV32329
NjExOTk2,1255 RESERVOIR AVE CRANSTON RI 02920,THE CAROLINA BARBECUE COMPANY,Seats - 50 or More,09-18-2017,FSV32330
NjEyMjc1,35 SWISS ST PROVIDENCE RI 02909,PROVIDENCE TRANSITION ACADEMY,Food Service (Non-Profit),09-18-2017,FSV32565
MjUwMTQx,MIRIAN PORTILLO PROVIDENCE RI 02909,CHURRAS QUITOS,Mobile Food Service,09-17-2017,FSV20368
MjYyNjUx,ROGER WILLIAMS PARK PROVIDENCE RI 02907,PONCE PINA COLADA,Mobile Food Service,09-17-2017,FSV28593
MjY0ODE4,33 KELLY ST PROVIDENCE RI 02909,JULIOS GOURMET,Mobile Food Service,09-17-2017,FSV29598
NDEzNzIz,661 ATWELLS AVE PROVIDENCE RI 02909,POLLO CAMPERO,Mobile Food Service,09-17-2017,FSV30991
MjYzMTA2,221 BROAD HILL WAY WAKEFIELD RI 02879,SHUCKIN TRUCK,Mobile Food Service,09-16-2017,FSV29044
MjY0NjE4,42 GEORGIA  AVE PROVIDENCE RI 02905,FUGO,Mobile Food Service,09-16-2017,FSV29461
MjY1ODgx,24 BARBERRY HILL RD CUMBERLAND RI 02864,GOTTA Q BBQ FOOD TRUCK AND CATERING,Mobile Food Service,09-16-2017,FSV30066
MzU4NDEx,161 ADAMS ST WARWICK RI 02888,BUDDHA BELLY LLC,Mobile Food Service,09-16-2017,FSV30308
MzU5MDEz,16 DIAMOND AVE BRISTOL RI 02809,RHODE RAGE,Mobile Food Service,09-16-2017,FSV30794
NDEzODc1,160 BROAD ST PROVIDENCE RI 02903,FOOD 4 GOOD,Food Service (Non-Profit),09-16-2017,FSV31014
NDE0MjQ1,OPEN SEASON @ PROVIDENCE WATER PROVIDENCE RI 02907,OPEN SEASON CATERING LLC,Mobile Food Service,09-16-2017,FSV31439
NDE0MjYw,9 DROWNE STREET PROVIDENCE RI 02905,GASTROS,Mobile Food Service,09-16-2017,FSV31217
NDE0NzA0,531 WILBUR AVE SWANSEA MA 02777,FANCHEEZICAL,Mobile Food Service,09-16-2017,FSV31433
NDE1MTU5,751 HARTFORD AVE JOHNSTON RI 02919,FRISKIE FRIES,Mobile Food Service,09-16-2017,FSV31773
NDE1MzE3,HOPE & MAIN WARREN RI 02885,BABYS BONETOWN BBQ,Mobile Food Service,09-16-2017,FSV31922
NDE1MzM2,1005 MAIN ST STE 7060 PAWTUCKET RI 02860,SMOKE AND SQUEAL BBQ LLC,Mobile Food Service,09-16-2017,FSV32022
NDE1NDgz,9 DROWNE ST CRANSTON RI 02905,JEFFS WOOD FIRED PIZZA,Mobile Food Service,09-16-2017,FSV32027
NDE1NTYy,1542 PIPPIN ORCHARD RD CRANSTON RI 02921,HAVEN BROTHERS MOBILE LLC NO. 2,Mobile Food Service,09-16-2017,FSV32049
NjExNjM5,1151 AQUIDNECK AVE NO 404 MIDDLETOWN RI 02842,BRUNCH BELLY,Mobile Food Service,09-16-2017,FSV32137
NjExNzQ0,2050 HORTON ST NORTH DIGHTON MA 02764,FORK IN THE ROAD LLC,Mobile Food Service,09-16-2017,FSV32111
NjExOTQw,20 DANIEL AVE NO 2 PROVIDENCE RI 02909,MAMITAS FOOD TRUCK,Mobile Food Service,09-16-2017,FSV32254
MjQyNjE4,436 RIDGEVIEW ROAD ORANGE CT 06477,NUTMEG CONCESSIONS,Mobile Food Service,09-15-2017,FSV18360
MjUyNjQ3,4235 TOWER HILL ROAD SOUTH KINGSTOWN RI 02879,HIGHLAND FARM INC,Seats -  Less than 50,09-15-2017,FSV22455
MjUzODc1,548 WILLETT AVENUE EAST PROVIDENCE RI 02915,SONNY'S CONVENIENCE,Cash Registers - 1-2,09-15-2017,MRK06808
MjU4MDM4,VEHICLE REG V51133 ORANGE CT 06477,NUTMEG CONCESSIONS UNIT 3,Mobile Food Service,09-15-2017,FSV26004
MjU4MDM5,VEHICLE REG V59953 ORANGE CT 06477,NUTMEG CONCESSIONS UNIT 3,Mobile Food Service,09-15-2017,FSV26005
MjYwMDAy,GARO HOLASIAN SPRINGFIELD MA 01108,SUB KING,Mobile Food Service,09-15-2017,FSV26804
MjYzMzg5,47 WARREN AVE MANSFIELD MA 02048,JERRYS FOOD CONCESSIONS,Mobile Food Service,09-15-2017,FSV28737
MzU4MzY3,2 BETSY WILLIAMS CT JOHNSTON RI 02919,BUDDYS DINER PIZZA,Mobile Food Service,09-15-2017,FSV30941
NDE0MDYz,110 SANDY PT AVE PORTSMOUTH RI 02871,PENNFIELD SCHOOL,Food Service (Non-Profit),09-15-2017,FSV31158
NDE1MDE2,381 W FOUNTAIN ST PROVIDENCE RI 02903,BAYBERRY BEER HALL,Seats - 50 or More,09-15-2017,FSV32279
NDE1NDg0,292 N SOCIETY RD CANTERBURY CT 06331,CANTERBURY KETTLE CORN LLC,Mobile Food Service,09-15-2017,FSV32379
NDE1NTI2,62 BRAINARD RD APT 22A ENFIELD CT 06082,PEPPERMILL CATERING,Mobile Food Service,09-15-2017,FSV32169
NjExNTc4,PO BOX 164 BLANDFORD MA 01008,PATRUNOS PLACE,Mobile Food Service,09-15-2017,FSV32170
MjM4OTcz,470 CHARLES STREET PROVIDENCE RI 02904,DAVINCI CENTER FOR COMMUNITY PROGRESS,Food Service (Non-Profit),09-14-2017,FSV00201
MjQyNjMz,100 GASPEE STREET PROVIDENCE RI 02909,CAFE LA FRANCE INC,Seats -  Less than 50,09-14-2017,FSV18373
MjQ0Mzgx,WEBSTER KNIGHT DRIVE WEST WARWICK RI 02893,JOHN F DEERING JR HIGH SCHOOL,Food Service (Non-Profit),09-14-2017,FSV02005
MjQ0ODUy,WRENTHAM ROAD CUMBERLAND RI 02864,MERCYMOUNT COUNTRY DAY SCHOOL,Food Service (Non-Profit),09-14-2017,FSV03123
MjQ1Mjc5,199 CHESTNUT STREET BRISTOL RI 02809,MOUNT HOPE HIGH SCHOOL,Food Service (Non-Profit),09-14-2017,FSV05276
MjUzNTYx,152 SPRINGFIELD STREET PROVIDENCE RI 02909,DELSESTO MIDDLE SCHOOL,Food Service (Non-Profit),09-14-2017,FSV25379
MjU3OTIy,3450 MENDON ROAD CUMBERLAND RI 02864,SUPREME PIZZA LLC,Seats -  Less than 50,09-14-2017,FSV25672
MjU5MTYx,74 FRIENDSHIP STREET WESTERLY RI 02891,KWIK STOP,Cash Registers - 1-2,05-09-2018,MRK07591
MjU5Mjk4,801 GREENWICH AVENUE WARWICK RI 02886,CROWNE PLAZA HOTEL AT THE CROSSINGS,Caterer or Commissary,05-09-2018,FSV26404
MjU5Mzg2,95 SOUTH STREET PROVIDENCE RI 02903,RUE BIS,Seats -  Less than 50,05-09-2018,FSV26503
MjU5NzE1,1139 PONTIAC AVENUE CRANSTON RI 02920,"PJS PUB, LLC",Seats -  Less than 50,05-09-2018,FSV26698
MjYwNzcz,180 PINE STREET PROVIDENCE RI 02903,COLOSSEUM,Seats - 50 or More,05-09-2018,FSV27267
MjU4NDc0,89 PAWTUCKET AVENUE PAWTUCKET RI 02860,IRISH SOCIAL CLUB OF PAWTUCKET RI,Seats -  Less than 50,09-14-2017,FSV25863
MjYwMDc5,50 SPRINGFIELD STREET PROVIDENCE RI 02909,ANTHONY CARNEVALE ELEMENTARY SCHOOL,Food Service (Non-Profit),09-14-2017,FSV27402
MjYwNTA0,485 METACOM AVENUE WARREN RI 02885,PIEZONI'S,Seats -  Less than 50,09-14-2017,FSV27229
MjYxODEz,76 MELROSE AVENUE JAMESTOWN RI 02835,MELROSE SCHOOL JAMESTOWN,Food Service (Non-Profit),09-14-2017,FSV27885
MjYyOTYw,3 DAVOL SQUARE PROVIDENCE RI 02903,POINT STREET DUELING PIANOS,Seats - 50 or More,09-14-2017,FSV28564
MjY0MjUz,UNIT A JAMESTOWN RI 02835,GRAPES AND GOURMET,Cash Registers - 1-2,09-14-2017,MRK08314
MjY1OTA2,1150 HOPE ST BRISTOL RI 02809,SEABRA FOODS I INC,Cash Registers - 6 or more ,09-14-2017,MRK08498
MzU4OTk4,2352 MENDON RD CUMBERLAND RI 02864,ADELINES,Seats - 50 or More,09-14-2017,FSV30591
MzU5MDI0,211 S BEND ST PAWTUCKET RI 02860,MEI KING RESTAURANT,Seats - 50 or More,09-14-2017,FSV30598
NDEzMjYx,GRAPES AND GOURMET JAMESTOWN RI 02835,"ISIS CAKES, LLC",Food Processor Retail - In-State,09-14-2017,FPR04306
MjQzNjAw,391 NORTH ROAD SCITUATE RI 028311243,HOPE ELEMENTARY SCHOOL,Food Service (Non-Profit),09-13-2017,FSV01930
MjQ0Njk4,100 PLEASANT VIEW AVENUE SMITHFIELD RI 02917,ANNA M MCCABE SCHOOL,Food Service (Non-Profit),09-13-2017,FSV02704
MjQ0NzMy,90 PLEASANT VIEW AVENUE SMITHFIELD RI 02917,SMITHFIELD HIGH SCHOOL,Food Service (Non-Profit),09-13-2017,FSV02789
MjQ0NzUy,990 MENDON ROAD WOONSOCKET RI 02895,LEO SAVOIE SCHOOL,Food Service (Non-Profit),09-13-2017,FSV02843
MjQ0NzYz,192 AVENUE A WOONSOCKET RI 02895,GLOBE PARK SCHOOL,Food Service (Non-Profit),09-13-2017,FSV02861
MjQ0NzY0,60 HIGH SCHOOL STREET WOONSOCKET RI 02895,HARRIS SCHOOL,Food Service (Non-Profit),09-13-2017,FSV02865
MjQ0OTg3,244 ANNIE STREET PAWTUCKET RI 02861,POLISH AMERICAN CITIZENS CLUB,Seats -  Less than 50,09-13-2017,FSV03542
MjQ1NDYz,20 COMMONS LITTLE COMPTON RI 02837,A-1 PIZZA,Seats -  Less than 50,09-13-2017,FSV06508
MjQ2MTcz,372 WAYLAND AVENUE PROVIDENCE RI 02906,EAST SIDE NURSERY SCHOOL,Food Service (Non-Profit),09-13-2017,FSV10578
MjQ2NjAz,283 PROVIDENCE STREET WEST WARWICK RI 02893,DUNKIN DONUTS,Seats -  Less than 50,09-13-2017,FSV12761
