id,mapAddress,name,License Type,Last Inspection Date,License Number
MjU2MDgz,CART NO 1 PROVIDENCE RI 02909,ROSA M CUEVAS,Mobile Food Service,09-13-2017,FSV24424
MjYyMDg0,401 ELMGROVE AVENUE PROVIDENCE RI 02906,JEWISH ALLIANCE OF GREATER RHODE ISLAND,Food Service (Non-Profit),09-13-2017,FSV28079
MjY1MDMx,874 DEXTER ST CENTRAL FALLS RI 02863,DEXTER MARKET LLC,Cash Registers - 1-2,09-13-2017,MRK08394
MjY2MDAx,496 MAIN RD TIVERTON RI 02878,CLASSIC PIZZA INC,Seats -  Less than 50,09-13-2017,FSV30187
MzU4MjU1,205 BUTTONWOODS AVE WARWICK RI 02886,WESTBAY COMMUNITY ACTION MARKETPLACE,Food Service (Non-Profit),09-13-2017,FSV31127
MzU4NjY1,43 HAWES ST CENTRAL FALLS RI 02863,SHEILA C SKIP NOWELL LEADERSHIP ACADEMY,Food Service (Non-Profit),09-13-2017,FSV30388
NDEzMTc5,WALMART COVENTRY RI 02816,SUBWAY,Seats -  Less than 50,09-13-2017,FSV30651
NDE0MjM3,751 PIPPIN ORCHARD RD CRANSTON RI 02921,PIPPIN APPLE ORCHARD,Cash Registers - 1-2,09-13-2017,MRK08870
NjExOTkx,413 CENTRAL AVE PAWTUCKET RI 02861,WHITE ASH LOUNGE INC,Seats - 50 or More,09-13-2017,FSV32316
MjQzMTMx,877 BALD HILL ROAD WARWICK RI 02886,TACO BELL,Seats - 50 or More,09-12-2017,FSV18848
MjQ0ODEw,425 EAST AVENUE BURRILLVILLE RI 02830,BURRILLVILLE HIGH SCHOOL,Food Service (Non-Profit),09-12-2017,FSV02997
MjQ1MTU4,60 MIDDLE HIGHWAY BARRINGTON RI 02806,PRIMROSE HILL SCHOOL,Food Service (Non-Profit),09-12-2017,FSV04024
MjQ1Mjgw,220 LINCOLN AVENUE BARRINGTON RI 02806,BARRINGTON HIGH SCHOOL,Food Service (Non-Profit),09-12-2017,FSV05296
MjQ1OTUy,740 BRANCH AVENUE PROVIDENCE RI 02904,DUNKIN DONUTS INC,Seats -  Less than 50,09-12-2017,FSV09610
MjQ2ODIw,2220 BRONCO HIGHWAY BURRILLVILLE RI 02830,BURRILLVILLE MIDDLE SCHOOL,Food Service (Non-Profit),09-12-2017,FSV13227
MjQ2ODU5,2214 PROVIDENCE PIKE NORTH SMITHFIELD RI 02896,NORTH SMITHFIELD ELEMENTARY SCHOOL,Food Service (Non-Profit),09-12-2017,FSV13325
MjQ4MTE4,118 DUNNS CORNERS ROAD WESTERLY RI 02891,TIMBER CREEK RV RESORT,Cash Registers - 1-2,09-12-2017,MRK05902
MjQ4NzI3,249 POST ROAD WESTERLY RI 02891,DUNNS CORNER MOBIL,Cash Registers - 1-2,09-12-2017,MRK03900
MjUzMzU5,55 BROADWAY NEWPORT RI 02840,THOMPSON MIDDLE SCHOOL,Food Service (Non-Profit),09-12-2017,FSV22677
MjU0ODky,410 CHILD STREET WARREN RI 02885,THE CHILDRENS WORKSHOP,Seats - 50 or More,09-12-2017,FSV23810
MjU2NDY0,736 BRANCH AVENUE PROVIDENCE RI 02904,MCDONALDS,Seats - 50 or More,09-12-2017,FSV24481
MjYwNDUy,156 COUNTY ROAD BARRINGTON RI 02806,TONG-D RESTAURANT,Seats - 50 or More,09-12-2017,FSV27258
MjYxODEy,NORTH SMITHFIELD ELEMENTARY SCHOOL NORTH SMITHFIELD RI 02896,KIDS KLUB NORTH SMITHFIELD,Food Service (Non-Profit),09-12-2017,FSV31722
MjYyMDY1,400 EAST AVENUE WARWICK RI 02886,LESSINGS AT CCRI WARWICK,Seats - 50 or More,09-12-2017,FSV28024
MjY0ODUy,65 ATLANTIC AVE WESTERLY RI 02891,THE KITCHEN AT THE PLEASANT VIEW INN,Seats - 50 or More,09-12-2017,FSV29671
MzU4NjI3,55 BROADWAY NEWPORT RI 02840,NEWPORT COMMUNITY SCHOOL,Food Service (Non-Profit),09-12-2017,FSV30541
MzU4ODk1,999 MAIN ST STE 1330 PAWTUCKET RI 02860,BREAKTIME BOWL AND BAR,Seats - 50 or More,09-12-2017,FSV30526
NDEzNzQ0,100 HOUGHTON ST PROVIDENCE RI 02904,HIGH ROAD SCHOOL OF PROVIDENCE,Seats -  Less than 50,09-12-2017,FSV31131
NDE1NDYx,94 AQUIDNECK AVE MIDDLETOWN RI 02842,CUMBERLAND FARMS INC,Cash Registers - 3-5 ,09-12-2017,MRK09065
MjM5ODg3,4 AQUIDNECK AVENUE MIDDLETOWN RI 02842,FLOS CLAM SHACK,Seats - 50 or More,09-11-2017,FSV14845
MjY0Mzky,1889 PLAINFIELD PIKE JOHNSTON RI 02919,PLAINFIELD PIKE GULF INC,Cash Registers - 1-2,05-09-2018,MRK08350
MjY1Njkx,1689 POST RD WARWICK RI 02888,ROCKY POINT CLAM SHACK,Mobile Food Service,05-09-2018,FSV30072
MzU4Mzc2,2086 MINERAL SPRING AVE NORTH PROVIDENCE RI 02911,GREEN BASIL RESTAURANT AND BAR,Seats - 50 or More,05-09-2018,FSV30316
MzU4NTMx,278 COWESETT AVENUE WEST WARWICK RI 02893,CUMBERLAND FARMS #1104,Cash Registers - 3-5 ,05-09-2018,MRK08587
MzU5MTQ2,50 SHAW RD LITTLE COMPTON RI 02837,SWEET AND SALTY FARM,Milk Processor In-State,05-09-2018,DAR03252
MjQwODky,729 WEST MAIN ROAD MIDDLETOWN RI 02842,DELS LEMONADE,Seats -  Less than 50,09-11-2017,FSV16507
MjQzNzM3,652 BULLOCKS POINT AVENUE EAST PROVIDENCE RI 02915,HONEY DEW DONUTS,Seats -  Less than 50,09-11-2017,FSV19430
MjQ0NjA0,10 MEMORIAL DRIVE JOHNSTON RI 02919,FERRI MIDDLE SCHOOL,Food Service (Non-Profit),09-11-2017,FSV02351
MjQ0NjA4,345 CHERRY HILL ROAD JOHNSTON RI 02919,JOHNSTON SENIOR HIGH SCHOOL,Food Service (Non-Profit),09-11-2017,FSV02374
MjQ1MzYy,1450 ATWOOD AVENUE JOHNSTON RI 02919,D'ANGELO SANDWICH SHOP NO 5031,Seats - 50 or More,09-11-2017,FSV05788
MjQ2NjQy,31 SCOTTS WHARF NEWPORT RI 02840,SMOKEHOUSE CAFE,Caterer or Commissary,09-11-2017,FSV12873
MjU0NTk4,256 GREAT ISLAND ROAD NARRAGANSETT RI 02882,THE SWEET SPOT INC THE,Seats -  Less than 50,09-11-2017,FSV23386
MjU5MDU0,1501 ATWOOD AVENUE JOHNSTON RI 02919,CONVENIENCE PLUS,Cash Registers - 1-2,09-11-2017,MRK07584
MjYxOTgy,250 THAMES STREET NEWPORT RI 02840,SPEAK EASY BAR AND GRILL,Seats - 50 or More,09-11-2017,FSV28059
MjYyNTky,9 DROWNE ST CRANSTON RI 02905,OCEAN STATE CONCESSIONS,Caterer or Commissary,09-11-2017,FSV29370
MzU4NTQ3,ST MATTHEW TRINITY LUTHERAN CHURCH PAWTUCKET RI 02861,DAILY BREAD FOOD PANTRY OF ST MATTHEW TRINITY,Food Service (Non-Profit),09-11-2017,FSV30515
MzU4Njcz,JFK ELEMENTARY SCHOOL ANNEX MIDDLETOWN RI 02842,EARLY LEARNING CENTER PELL ANNEX AT JFK ELEMENTARY SCHOOL,Food Service (Non-Profit),09-11-2017,FSV30435
MzU4NzE3,740 W MAIN RD MIDDLETOWN RI 02842,EBCAP HEAD START AT JOHN F KENNEDY SCHOOL,Food Service (Non-Profit),09-11-2017,FSV30447
NDE1MTg0,751 HARTFORD AVE JOHNSTON RI 02919,FRISKIE FRIES,Seats -  Less than 50,09-11-2017,FSV31772
NjEyMTc5,55 CROMWELL ST PROVIDENCE RI 02907,HOMETOWN POKE,Food Processor Retail - In-State,09-11-2017,FPR04856
MjYwMzE0,258 KENYON AVENUE PAWTUCKET RI 02861,CABRALS CATERING AND CAFE INC,Caterer or Commissary,09-09-2017,FSV27789
MjYzMzA1,256 SOWAMS RD. BARRINGTON RI 02806,PLOUF PLOUF GASTRONOMIE,Mobile Food Service,09-09-2017,FSV28709
MjY0OTA4,389 WATER ST EAST GREENWICH RI 02818,FINNS HARBORSIDE,Mobile Food Service,09-09-2017,FSV29767
MzU4Mjcw,210 SALT POND RD WAKEFIELD RI 02879,TWO TEN OYSTER BAR AND GRILL,Mobile Food Service,09-09-2017,FSV30776
NDEzNTYy,LAURA'S HOME COOKING MASHPEE MA 02649,CAPE COD CANNOLIS,Mobile Food Service,09-09-2017,FSV31535
NDEzNzEw,505 PT JUDITH RD NARRAGANSETT RI 02882,SUNSET FARM,Mobile Food Service,09-09-2017,FSV30948
NDEzODE3,INDIA PT PARK PROVIDENCE RI 02903,JND AMUSEMENTS,Mobile Food Service,09-09-2017,FSV30989
NDE0Njg2,691 MAIN ST WARREN RI 02885,REDS,Mobile Food Service,09-09-2017,FSV31479
NDE0ODE2,SANDYWOODS FARM COMMUNITY KITCHEN TIVERTON RI 02878,MELVILLE GRILLE,Caterer or Commissary,09-09-2017,FSV31516
NDE1MDQ0,95 WARREN AVENUE EAST PROVIDENCE RI 02914,SUN AND MOON KOREAN RESTAURANT,Mobile Food Service,09-09-2017,FSV32402
NjExODIz,471 W FOUNTAIN ST PROVIDENCE RI 02903,BUCKTOWN,Mobile Food Service,09-09-2017,FSV32173
NjExOTc1,38 HARRIS HILL RD EAST FALMOUTH MA 02536,WOLF PIZZA,Retail Food Peddler,09-09-2017,MRK09029
NjEyMTEz,92 MARGARET ST PAWTUCKET RI 02860,RORRO'S CATERING,Mobile Food Service,09-09-2017,FSV32410
NjEyMjgx,PAWTUCKET SCHOOL ANNEX PAWTUCKET RI 02860,PAWTUCKET ANNEX,Food Service (Non-Profit),09-09-2017,FSV32679
MjQ0ODE1,WINTHROP STREET WOONSOCKET RI 02895,CITIZENS MEMORIAL SCHOOL,Food Service (Non-Profit),09-08-2017,FSV03011
MjQ1MzA3,255 RESERVOIR AVENUE PROVIDENCE RI 02907,EXCELLENT PIZZA INC,Seats -  Less than 50,09-08-2017,FSV05528
MjUxNjMy,840 POST ROAD WARWICK RI 02888,WAL MART STORES EAST LP NO 2373,Cash Registers - 6 or more ,09-08-2017,MRK06385
MjUyNzkw,420 ROBINSON STREET WOONSOCKET RI 02895,GOVERNOR POTHIER ELEMENTARY,Food Service (Non-Profit),09-08-2017,FSV22263
MjYzNDMz,555 SLOCUM ROAD EXETER RI 02822,YAWGOO BAKES AND BARBECUES INC,Seats - 50 or More,09-08-2017,FSV29123
MzU4NDMw,904 BOSTON NECK RD NARRAGANSETT RI 02882,FUEL,Seats -  Less than 50,09-08-2017,FSV30417
NjEyMTE0,1 EMPIRE ST PROVIDENCE RI 02903,LEAN BOX,Vending Units -  3 or less ,09-08-2017,FSV32340
MjM5NTA0,288 WARREN AVENUE EAST PROVIDENCE RI 02914,MADEIRA RESTAURANT,Seats - 50 or More,09-07-2017,FSV14082
MjQwODc2,5757 POST ROAD EAST GREENWICH RI 02818,FELICIA'S COFFEE,Seats -  Less than 50,09-07-2017,FSV16484
MjQ1MDQ5,111 BROWN STREET EAST PROVIDENCE RI 02914,MARTIN  MIDDLE SCHOOL,Food Service (Non-Profit),09-07-2017,FSV03737
MjQ2MDk0,520 HOPE STREET PROVIDENCE RI 02906,"PROVIDENCE CENTER, THE",Food Service (Non-Profit),09-07-2017,FSV10331
MjUyNzE1,530 NORTH MAIN STREET PROVIDENCE RI 02904,THE PROVIDENCE CENTER,Food Service (Non-Profit),09-07-2017,FSV22154
MjU4MzU1,2128 ELMWOOD AVENUE WARWICK RI 02888,SHELL,Cash Registers - 1-2,09-07-2017,MRK07485
MjU4NzQ4,898 OAKLAND BEACH AVENUE WARWICK RI 02889,TOP OF THE BAY,Seats - 50 or More,09-07-2017,FSV26074
MjU4ODU3,31B UNIVERSAL BLVD WARWICK RI 02886,SMOKEY BONES BARBEQUE & GRILL 7514,Seats - 50 or More,09-07-2017,FSV26081
MjYwNzI0,51 MILLER STREET WARREN RI 02885,THE SQUARE PEG,Seats -  Less than 50,09-07-2017,FSV28552
MjYxNDY5,200 HIGHLAND CORPORATE DR CUMBERLAND RI 02864,CVS CUSTOMER SUPPORT CENTER,Seats - 50 or More,09-07-2017,FSV27974
MjY0Nzkx,986 SOCIAL ST WOONSOCKET RI 02895,TACOS DON NACHO,Seats -  Less than 50,09-07-2017,FSV29647
MzU4MzI2,STATE PIER NO 9 NEWPORT RI 02840,FISHERMEN IN NEWPORT,Market (Non-Profit),09-07-2017,MRK08548
MzU4NjEx,415 TOWER HILL RD NORTH KINGSTOWN RI 02852,FAMILY SERVICE OF RI INC,Market (Non-Profit),09-07-2017,MRK08582
MzU5MDIx,1178 HIGH ST CUMBERLAND RI 02864,BEST WAY,Cash Registers - 1-2,09-07-2017,MRK08657
NDE1MTc3,1199 C CHOPMIST HILL RD  NORTH SCITUATE RI 02857,SCITUATE FOOD MARKET,Cash Registers - 1-2,05-09-2018,MRK08941
NjExOTQ5,4 STAFFORD AVE TIVERTON RI 02878,LYRICS BAR AND GRILL,Seats - 50 or More,05-09-2018,FSV32337
NjEyMzQx,810 BROAD ST CENTRAL FALLS RI 02863,LA PALENCIANITA,Seats -  Less than 50,05-09-2018,FSV32426
MjM3NTY1,1729 SMITH STREET NORTH PROVIDENCE RI 02911,CHRISTIANSENS DAIRY CO INC,Milk Processor In-State,05-08-2018,DAR00014
MjM3NTgy,200 WOONSOCKET HILL NORTH SMITHFIELD RI 02896,WRIGHTS DAIRY FARM,Milk Processor In-State,05-08-2018,DAR00078
NDEzMzM4,116 GREENE ST WOONSOCKET RI 02895,EVERGREEN ASSISTED LIVING,Food Service (Non-Profit),09-07-2017,FSV30855
NDE1MTQ2,51 COURTLAND ST PROVIDENCE RI 02909,COURTLAND CLUB INC,Food Service (Non-Profit),09-07-2017,FSV32310
NjEyMDg4,457 MANTON AVE PROVIDENCE RI 02909,MANTON MEAT MARKET,Cash Registers - 1-2,09-07-2017,MRK09061
NjEyMTQ5,1095 EDDY ST PROVIDENCE RI 02905,JET SET LOUNGE,Seats -  Less than 50,09-07-2017,FSV32311
MjQwOTA5,43 DIVISION STREET EAST GREENWICH RI 02818,PALS RESTAURANT,Seats - 50 or More,09-06-2017,FSV16529
MjQzMDA0,2298 WEST SHORE ROAD WARWICK RI 02889,PETER CONEY ISLAND RESTAURANT,Seats -  Less than 50,09-06-2017,FSV18731
MjQ0Nzk4,777 CASS AVE  WOONSOCKET RI 02895,WOONSOCKET HIGH SCHOOL,Food Service (Non-Profit),09-06-2017,FSV02956
MjQ1Njk5,636 LONSDALE AVENUE CENTRAL FALLS RI 02863,SAM'S C C,Seats -  Less than 50,09-06-2017,FSV08202
MjQ1NzE2,398 SMITHFIELD AVENUE PAWTUCKET RI 02860,PAWTUCKET HOUSE OF PIZZA INC,Seats -  Less than 50,09-06-2017,FSV08304
MjQ1OTcy,22 HURLEY AVENUE PAWTUCKET RI 02861,DANTE ALEGHIERI CLUB,Seats - 50 or More,09-06-2017,FSV09708
MjQ2NzUz,1748 POST ROAD WARWICK RI 02888,BURGER KING NO 1339,Seats - 50 or More,09-06-2017,FSV13087
MjUyNTI0,835 NEWPORT AVENUE PAWTUCKET RI 02861,CVS PHARMACY NO 1042,Cash Registers - 6 or more ,09-06-2017,MRK06522
MjU5ODA2,240 FLORENCE DRIVE WOONSOCKET RI 02895,WOONSOCKET MIDDLE SCHOOL AT VILLA NOVA,Food Service (Non-Profit),09-06-2017,FSV27277
MjU5ODgx,60 FLORENCE STREET WOONSOCKET RI 02895,WOONSOCKET MIDDLE SCHOOL AT HAMLET,Food Service (Non-Profit),09-06-2017,FSV27278
MjYwOTcy,205 NORWOOD AVENUE PROVIDENCE RI 02905,NORWOOD AVE SCHOOL,Food Service (Non-Profit),09-06-2017,FSV27424
MjY0NzU2,2130 MENDON RD CUMBERLAND RI 02864,HONEY DEW DONUTS,Seats -  Less than 50,09-06-2017,FSV29838
MjY0NzY3,5641 POST ROAD EAST GREENWICH RI 02818,COBBLESTONES WOOD FIRED PIZZA,Seats -  Less than 50,09-06-2017,FSV29787
MjY0OTUx,524 ACADEMY AVE PROVIDENCE RI 02908,ACADEMY FARMS,Cash Registers - 1-2,09-06-2017,MRK08388
MjY0OTky,35 DEXTER ST NEWPORT RI 02840,CLAIBORNE PELL ELEMENTARY SCHOOL,Food Service (Non-Profit),09-06-2017,FSV29685
MjY1OTM0,1525 SMITH ST V1 NORTH PROVIDENCE RI 02911,OSHO SUSHI AND BAR,Seats - 50 or More,09-06-2017,FSV30122
MjY1OTY0,200 HIGH SERVICE AVE NORTH PROVIDENCE RI 02904,OUR LADY OF FATIMA HOSPITAL,Seats - 50 or More,09-06-2017,FSV30270
MzU4ODc2,133 ATWELLS AVE PROVIDENCE RI 02903,WISE GUYS DELI,Seats -  Less than 50,09-06-2017,FSV30533
MzU5MTEy,88 PT JUDITH RD NARRAGANSETT RI 02882,3 DS,Cash Registers - 1-2,09-06-2017,MRK08671
NDEzNDY5,528-532 LONSDALE AVE PAWTUCKET RI 02860,MONTE CARA,Seats -  Less than 50,09-06-2017,FSV31222
NDE0NDU3,17 FORBES ST RIVERSIDE RI 02915,RIVERSIDE NUTRITION,Seats -  Less than 50,09-06-2017,FSV31306
NjEyMDk2,9 DROWNE ST CRANSTON RI 02905,EDENS BOWLS,Caterer or Commissary,09-06-2017,FSV32312
MjM5MDkz,20 PLAINFIELD STREET PROVIDENCE RI 02909,OLNEYVILLE NEW YORK SYSTEM,Seats - 50 or More,09-05-2017,FSV00718
MjQ0NTUz,30 PHILLIPS HILL ROAD COVENTRY RI 02816,COVENTRY MENS CLUB INC,Seats -  Less than 50,09-05-2017,FSV02119
MjQ0NjU0,822 RESERVOIR AVENUE CRANSTON RI 02920,KENTUCKY FRIED CHICKEN,Seats -  Less than 50,09-05-2017,FSV02527
MjQ2MDQz,261 THAYER STREET PROVIDENCE RI 02906,KABOB-N-CURRY,Seats - 50 or More,09-05-2017,FSV10050
MjQ2Mzg4,755 BROADWAY PAWTUCKET RI 02861,CELTIC PUB INC,Seats - 50 or More,09-05-2017,FSV12010
MjQ4MTA2,1030 CHALKSTONE AVENUE PROVIDENCE RI 029084550,FAMILY DOLLAR STORES OF RI NO 2868,Cash Registers - 1-2,09-05-2017,MRK05889
MjUyNTI2,845 PARK AVENUE CRANSTON RI 02910,EAST HIGH SCHOOL ANNEX BRIGGS BUILDING,Food Service (Non-Profit),09-05-2017,FSV22050
MjU4OTA3,217 SUMTER ST PROVIDENCE RI 02907,EL PROGRESSO SNOW CONE,Mobile Food Service,09-05-2017,FSV26083
MjYyMjM3,28 WATER ST EAST GREENWICH RI 02818,NAUTIKA RESTAURANT AND BAR,Seats - 50 or More,09-05-2017,FSV28125
MjYyNTE3,19 SMITHFIELD ROAD NORTH PROVIDENCE RI 029045312,DOLLAR TREE NO 04632,Cash Registers - 3-5 ,09-05-2017,MRK08118
MjYzMTc4,756 LONSDALE AVENUE CENTRAL FALLS RI 02863,INTERNATIONAL MEAT MARKET LLC,Cash Registers - 1-2,09-05-2017,MRK08247
MjYzMzcw,30 BOWENS WHARF NEWPORT RI 02840,THE LANDING AQUIDNECK LOBSTER BAR,Seats - 50 or More,09-05-2017,FSV30263
MjY1Mzc4,38 PARK ST PAWTUCKET RI 02860,CASA DE ORACION GETSEMANI,Market (Non-Profit),09-05-2017,MRK08445
MzU4MjA0,25 PAWTUCKET AVE PAWTUCKET RI 02860,SHARK LOUNGE,Seats -  Less than 50,09-05-2017,FSV30478
NDEzMzM1,1190 N MAIN ST PROVIDENCE RI 02904,YAMA FUJI,Seats - 50 or More,09-05-2017,FSV30673
NjEyMDU4,230 UNION AVE PROVIDENCE RI 02909,FAMILIA FOOD MARKET INC,Cash Registers - 1-2,09-05-2017,MRK09062
NjEyMTQx,43 MUSE WAY TIVERTON RI 02878,EVENT CATERING COMPANY,Caterer or Commissary,09-05-2017,FSV32303
NjEyMTAx,744 DEXTER ST CENTRAL FALLS RI 02863,MIRIAMS TIPICO AND FRIED CHICKEN INC,Mobile Food Service,09-03-2017,FSV32354
NDE1MjYy,25 BRIDGE ST PROVIDENCE RI 02903,TEL AVIV CIGAR BAR AND GRILL LLC,Caterer or Commissary,09-02-2017,FSV32011
MjQ4NDI2,109 ASHAWAY ROAD HOPKINTON RI 02804,HOLLY TREE CAMPGROUND INC,Cash Registers - 1-2,09-01-2017,MRK02211
MjUwMjY0,34-3 SHUNPIKE ROAD CROMWELL CT 06416,TIMI'S FOODS,Mobile Food Service,09-01-2017,FSV20288
MjUzNDEx,3 LIBERTY AVENUE EAST HAVEN CT 06512,THAI JASMINE INC,Mobile Food Service,09-01-2017,FSV22725
MjU2OTA3,655 SAUGATUCKET ROAD SOUTH KINGSTOWN RI 02879,KARMA CONCESSIONS LLC,Mobile Food Service,09-01-2017,FSV24886
MjYzODk0,317 OLD SPRINGFIELD RD STAFFORD SPRINGS CT 06076,CHILI BROTHERS FOOD COMPANY,Mobile Food Service,09-01-2017,FSV29151
MjM5MDU4,180A POCASSET AVENUE PROVIDENCE RI 02909,SILVER LAKE PIZZA,Seats -  Less than 50,05-08-2018,FSV00557
MjQwMTM2,620 POTTERS AVENUE PROVIDENCE RI 02907,"GENESIS CENTER, THE",Food Service (Non-Profit),05-08-2018,FSV15308
MjQzMjQy,548 RESERVOIR AVENUE CRANSTON RI 02910,HONEY DEW DONUTS,Seats -  Less than 50,05-08-2018,FSV18956
MjQ4MjE3,361 RESERVOIR AVENUE CRANSTON RI 029073500,FAMILY DOLLAR STORES OF RI NO 3901,Cash Registers - 1-2,05-08-2018,MRK06002
MjQ4NzA3,659 RESERVOIR AVENUE CRANSTON RI 02910,CUMBERLAND FARMS NO 1279,Cash Registers - 1-2,05-08-2018,MRK03807
NDEzNzY3,99 DALEWOOD AVE FAIRFIELD CT 06824,HAPPY COW ICE CREAM,Mobile Food Service,09-01-2017,FSV31581
NDEzODEz,5000 S COUNTY TRAIL CHARLESTOWN RI 02813,HUNGRY HAVEN CLAM SHACK,Mobile Food Service,09-01-2017,FSV31042
NDE1NTE2,1800 PLAINFIELD PIKE  CRANSTON RI 02921,KOCHI SUSHI AND STEAKHOUSE,Seats - 50 or More,09-01-2017,FSV32273
NjExNzU5,2130 MENDON RD STE 3 355 CUMBERLAND RI 02864,GOTTAQ TOO,Mobile Food Service,09-01-2017,FSV32095
NjEyMDMx,400 BROAD ST CENTRAL FALLS RI 02863,DOLLAR GENERAL STORE 19284,Cash Registers - 1-2,09-01-2017,MRK09055
NjEyMDY3,PIERCE BROTHERS COFFEE ROASTERS GREENFIELD MA 01301,THE COFFEE GUYS,Mobile Food Service,09-01-2017,FSV32315
NjEyMTUx,55 CROMWELL ST PROVIDENCE RI 02907,BUCKTOWN,Food Processor Retail - In-State,09-01-2017,FPR04846
MjM5MDU3,386 BROAD STREET PROVIDENCE RI 02907,SALVATION ARMY,Food Service (Non-Profit),08-31-2017,FSV00549
MjQwODY3,1082 CHALKSTONE AVENUE PROVIDENCE RI 02908,DUNKIN DONUTS,Seats -  Less than 50,08-31-2017,FSV16472
MjQyMTU1,826 NEWPORT AVENUE PAWTUCKET RI 02861,KIPS RESTAURANT,Seats - 50 or More,08-31-2017,FSV17915
MjQzMDYy,148 ATLANTIC AVENUE WESTERLY RI 02891,SANDY'S LIGHTHOUSE,Seats - 50 or More,08-31-2017,FSV18784
MjQ1NzUz,220 MEETING STREET PROVIDENCE RI 02906,MEETING STREET CAFE,Seats -  Less than 50,08-31-2017,FSV08441
MjQ5OTc3,40 NARRAGANSETT AVENUE JAMESTOWN RI 02835,CHOPMIST CHARLIES,Caterer or Commissary,08-31-2017,FSV20640
MjUwNjA1,10 CONNELL HIGHWAY NEWPORT RI 02840,K & K FOOD MART,Cash Registers - 1-2,08-31-2017,MRK06190
MjU0NTA0,651 ADMIRAL STREET PROVIDENCE RI 02908,MACHUPICCHO RESTAURANT,Seats -  Less than 50,08-31-2017,FSV23322
MjU3NDY5,51 SILVER SPRING STREET PROVIDENCE RI 02904,WAL MART STORE NO 3301,Cash Registers - 6 or more ,08-31-2017,MRK07337
MjU3NzIy,255 COLLYER STREET PROVIDENCE RI 029041559,CHILIS GRILL AND BAR,Seats - 50 or More,08-31-2017,FSV25847
MjYwMTM0,121 SOUTH MAIN STREET PROVIDENCE RI 02903,HEMENWAYS SEAFOOD GRILL AND OYSTER BAR,Seats - 50 or More,08-31-2017,FSV26916
MjYwMzc0,539 ARMISTICE  BOULEVARD  PAWTUCKET RI 02861,P AND A AFRICAN MARKET,Cash Registers - 1-2,08-31-2017,MRK07793
MjYyOTk0,51 SILVER SPRING STREET PROVIDENCE RI 02904,SUBWAY,Seats -  Less than 50,08-31-2017,FSV28549
MjY0MTkx,37 BOWENS WHARF NEWPORT RI 02840,THE WHARF PUB,Seats - 50 or More,08-31-2017,FSV29269
MzU4MzQ1,ROGER WHEELER STATE BEACH NARRAGANSETT RI 02882,BEACHCOMBER CONCESSIONS,Seats -  Less than 50,08-31-2017,FSV30289
NDEzNDcy,150 ADMIRAL KALBFUS RD NEWPORT RI 02840,NEWPORT GRAND CASINO,Seats - 50 or More,08-31-2017,FSV30860
NDEzNTg0,4822 OLD POST RD CHARLESTOWN RI 02813,FANTASTIC FROZEN TREATS,Mobile Food Service,08-31-2017,FSV30891
NDE0NDI1,677 THAMES ST NEWPORT RI 02840,WINNER WINNER,Seats -  Less than 50,08-31-2017,FSV31295
NDE0Njg3,SCREAM FOR ICING AT TRINITY BROTHERHOOD EAST PROVIDENCE RI 02914,SCREAM FOR ICING,Food Processor Retail - In-State,08-31-2017,FPR04634
NjExNjc5,308 COUNTY RD BARRINGTON RI 02806,THE EAST BAY OYSTER BAR AND DECADENT CATERING,Caterer or Commissary,08-31-2017,FSV32029
NjEyMDI0,315 MANTON AVE PROVIDENCE RI 02909,MANTON FOOD MARKET,Cash Registers - 1-2,08-31-2017,MRK09068
NjEyMTQ4,1785 CRANSTON ST CRANSTON RI 02920,BENVENUTO RESTAURANT,Seats - 50 or More,08-31-2017,FSV32298
MjQ0MDM0,40 PROVIDENCE PLACE PROVIDENCE RI 02903,DAVE & BUSTERS,Seats - 50 or More,08-30-2017,FSV19709
MjQ1MjQz,152 BROWNS LANE MIDDLETOWN RI 02842,WANUMETONOMY GOLF CLUB,Seats - 50 or More,08-30-2017,FSV05088
MjQ3Mjc0,200 CHARLES STREET PROVIDENCE RI 02904,KELLYS CAR WASH INC,Cash Registers - 1-2,08-30-2017,MRK04884
MjUzMjM1,78 A  WOODVILLE ALTON ROAD HOPKINTON RI 02832,WOODRIVER GOLF,Seats - 50 or More,08-30-2017,FSV23417
MjUzNjA1,24 FORT ROAD WESTERLY RI 02891,MISQUAMICUT CLUB BEACH,Seats - 50 or More,08-30-2017,FSV22840
MjU0MjIy,96 MAIN STREET EAST GREENWICH RI 02818,SIMON SAYS CAFE,Seats -  Less than 50,08-30-2017,FSV23597
MjU3MDY4,954 EAST MAIN ROAD PORTSMOUTH RI 02871,ANNA D CAFE,Seats -  Less than 50,08-30-2017,FSV24924
MjU3ODA3,275 DEPOT AVENUE PORTSMOUTH RI 02871,RHODE ISLAND ABBEY GOLF CLUB INC,Caterer or Commissary,08-30-2017,FSV25565
MjYyMTM5,95 BROADWAY STREET NEWPORT RI 02840,7 ELEVEN NO 32508C,Cash Registers - 1-2,08-30-2017,MRK08222
MjYyOTk3,780 HARTFORD AVENUE JOHNSTON RI 02919,AMBE CORP,Cash Registers - 1-2,08-30-2017,MRK08153
MjY0NDAy,485 ANGELL ST PROVIDENCE RI 02906,THE OLIVE TAP,Cash Registers - 1-2,08-30-2017,MRK08354
